Distance,AverageDensity_Near,AverageDensity_Mid,AverageDensity_Far,AverageD2surface,PBPotential
4.009,11.0,56.0,542.5,6.660,3.893
8.254,11.5,71.0,590.0,6.838,1.202
14.236,10.5,69.0,577.5,6.804,0.190
13.057,8.0,58.0,489.5,6.588,0.126
12.695,8.0,38.0,371.5,3.405,0.099
6.276,10.5,50.0,431.5,4.557,1.022
7.623,10.0,61.5,492.5,4.723,1.203
7.959,9.0,56.0,461.0,4.476,0.792
6.670,10.5,70.5,590.5,6.700,2.362
11.679,9.5,51.0,578.0,7.201,0.179
7.413,7.5,63.0,744.5,8.762,1.141
14.344,11.0,68.5,699.5,7.813,0.231
11.627,8.5,59.5,791.5,8.171,0.512
20.898,8.5,74.5,794.0,8.820,0.108
18.862,10.0,75.5,679.5,7.267,0.155
24.186,11.0,77.5,659.5,6.402,0.054
29.320,7.0,45.5,474.0,3.405,0.007
30.038,6.5,45.0,490.0,3.405,0.005
25.371,8.5,47.0,531.5,6.599,0.013
27.115,11.0,71.0,649.5,6.315,0.029
31.743,10.0,43.5,504.0,3.950,0.004
28.190,8.5,60.5,589.0,6.129,0.011
33.944,9.0,50.0,477.0,4.433,0.003
34.214,10.5,48.0,487.0,4.608,0.003
28.676,10.5,65.5,654.0,6.782,0.022
30.596,9.5,60.5,594.0,4.719,0.010
22.761,11.0,74.5,863.0,8.499,0.095
29.988,9.5,58.0,566.0,5.708,0.009
20.727,8.5,72.5,820.0,8.591,0.112
29.767,7.5,51.5,499.0,5.481,0.005
27.572,10.5,69.5,626.0,5.479,0.022
22.883,10.0,77.0,759.0,7.622,0.071
23.988,10.0,66.0,626.0,6.237,0.025
27.868,9.5,61.5,551.5,4.695,0.009
25.210,9.0,66.5,605.5,6.606,0.022
19.951,8.5,74.0,759.5,8.353,0.114
26.523,9.5,49.5,512.0,4.698,0.009
27.814,8.5,51.0,477.5,4.295,0.006
23.877,8.0,72.0,565.0,5.506,0.029
19.408,9.0,68.0,567.0,5.554,0.054
22.468,9.5,50.5,496.5,4.409,0.019
20.720,9.5,68.5,685.0,7.778,0.059
22.281,8.5,46.0,437.5,3.950,0.014
20.160,11.0,56.0,474.0,4.603,0.034
21.275,9.5,71.5,700.0,7.768,0.070
16.799,10.0,66.5,622.0,6.455,0.121
18.453,11.0,68.5,668.5,6.797,0.115
20.480,11.5,73.0,750.5,7.740,0.106
17.919,9.5,75.0,860.0,9.921,0.205
23.301,8.0,72.5,849.5,8.967,0.088
17.324,10.0,77.0,884.5,10.171,0.241
19.086,11.0,72.0,810.5,8.752,0.154
11.496,8.5,63.5,845.0,9.978,0.605
10.296,9.5,57.0,602.0,7.121,0.536
13.647,9.0,45.5,461.0,4.454,0.185
18.095,9.5,68.0,558.5,7.230,0.103
22.186,9.0,57.5,482.0,5.511,0.032
26.592,8.5,54.0,541.0,3.950,0.010
23.442,9.5,74.0,723.5,6.985,0.061
28.465,11.0,62.0,580.0,5.377,0.013
23.398,9.0,77.5,792.5,8.163,0.078
30.104,9.0,62.5,590.5,7.877,0.009
26.127,11.5,77.0,709.0,7.969,0.043
30.551,10.0,66.0,588.5,6.137,0.011
28.463,10.5,72.0,644.5,6.322,0.024
17.675,10.5,72.5,625.5,6.486,0.158
26.966,8.0,73.0,671.5,6.998,0.034
25.250,8.5,74.0,734.5,7.872,0.053
29.076,9.0,75.5,614.0,6.111,0.021
27.598,9.5,72.0,660.0,6.771,0.029
28.644,9.0,65.5,578.5,5.488,0.013
21.233,7.5,74.5,640.0,7.110,0.043
14.656,9.0,73.5,518.0,5.739,0.162
8.980,6.5,69.0,457.5,6.115,0.548
13.517,7.0,69.5,734.5,8.301,0.396
7.397,13.5,64.0,609.5,6.688,1.402
12.925,12.5,62.0,597.0,6.655,0.267
12.198,10.0,51.0,509.0,6.438,0.146
10.147,10.0,31.0,391.0,3.255,0.202
4.536,12.5,43.0,451.0,4.407,2.115
8.039,12.0,54.5,512.0,4.574,0.924
11.046,11.0,49.0,480.5,4.325,0.247
8.238,12.5,63.5,610.0,6.550,1.180
14.467,11.5,44.0,597.5,7.051,0.087
9.236,9.5,56.0,764.0,8.612,0.853
16.677,13.0,61.5,719.0,7.663,0.160
13.143,10.5,52.5,811.0,8.021,0.474
22.469,10.5,67.5,813.5,8.670,0.101
20.550,12.0,68.5,699.0,7.117,0.140
25.322,13.0,70.5,679.0,6.252,0.053
31.397,9.0,38.5,493.5,3.255,0.005
31.308,8.5,38.0,509.5,3.255,0.005
25.926,10.5,40.0,551.0,6.449,0.013
27.537,13.0,64.0,669.0,6.165,0.031
31.921,12.0,36.5,523.5,3.800,0.005
27.674,10.5,53.5,608.5,5.979,0.013
33.565,11.0,43.0,496.5,4.283,0.003
33.545,12.5,41.0,506.5,4.458,0.004
28.565,12.5,58.5,673.5,6.632,0.027
30.527,11.5,53.5,613.5,4.569,0.013
22.904,13.0,67.5,882.5,8.349,0.110
30.440,11.5,51.0,585.5,5.558,0.010
21.261,10.5,65.5,839.5,8.441,0.119
30.385,9.5,44.5,518.5,5.332,0.005
28.520,12.5,62.5,645.5,5.329,0.023
24.005,12.0,70.0,778.5,7.472,0.072
25.002,12.0,59.0,645.5,6.087,0.024
29.243,11.5,54.5,571.0,4.545,0.008
27.168,11.0,59.5,625.0,6.456,0.019
21.692,10.5,67.0,779.0,8.203,0.100
27.792,11.5,42.5,531.5,4.548,0.007
29.938,10.5,44.0,497.0,4.146,0.004
26.239,10.0,65.0,584.5,5.356,0.024
22.012,11.0,61.0,586.5,5.404,0.036
24.396,11.5,43.5,516.0,4.259,0.013
21.634,11.5,61.5,704.5,7.628,0.057
22.650,10.5,39.0,457.0,3.800,0.014
19.742,13.0,49.0,493.5,4.454,0.040
21.644,11.5,64.5,719.5,7.619,0.074
15.551,12.0,59.5,641.5,6.306,0.180
16.609,13.0,61.5,688.0,6.647,0.190
19.531,13.5,66.0,770.0,7.590,0.145
16.495,11.5,68.0,879.5,9.771,0.304
22.814,10.0,65.5,869.0,8.817,0.112
15.924,12.0,70.0,904.0,10.021,0.348
17.400,13.0,65.0,830.0,8.602,0.223
11.137,10.5,56.5,864.5,9.828,0.822
9.604,11.5,50.0,621.5,6.971,0.615
13.280,11.0,38.5,480.5,4.303,0.193
17.433,11.5,61.0,578.0,7.080,0.114
20.842,11.0,50.5,501.5,5.361,0.036
24.794,10.5,47.0,560.5,3.800,0.013
21.991,11.5,67.0,743.0,6.835,0.083
26.709,13.0,55.0,599.5,5.226,0.018
22.073,11.0,70.5,812.0,8.013,0.106
28.436,11.0,55.5,610.0,7.727,0.012
24.622,13.5,70.0,728.5,7.819,0.061
29.166,12.0,59.0,608.0,5.987,0.015
27.344,12.5,65.0,664.0,6.171,0.032
18.246,12.5,65.5,645.0,6.336,0.157
26.866,10.0,66.0,691.0,6.848,0.041
26.077,10.5,67.0,754.0,7.722,0.056
28.352,11.0,68.5,633.5,5.962,0.027
28.199,11.5,65.0,679.5,6.621,0.032
28.870,11.0,58.5,598.0,5.338,0.016
22.587,9.5,67.5,659.5,6.960,0.037
11.823,11.0,66.5,537.5,5.589,0.267
7.391,8.5,62.0,477.0,5.966,0.887
13.570,9.0,62.5,754.0,8.151,0.421
6.050,13.0,77.0,644.5,6.832,3.282
5.666,10.5,66.0,556.5,6.615,2.226
10.732,10.5,46.0,438.5,3.433,0.203
10.521,13.0,58.0,498.5,4.585,0.335
4.606,12.5,69.5,559.5,4.751,5.092
9.967,11.5,64.0,528.0,4.503,0.524
4.697,13.0,78.5,657.5,6.728,7.058
10.990,12.0,59.0,645.0,7.229,0.354
9.317,10.0,71.0,811.5,8.790,1.136
13.184,13.5,76.5,766.5,7.841,0.536
13.627,11.0,67.5,858.5,8.198,0.465
19.655,11.0,82.5,861.0,8.848,0.217
20.899,12.5,83.5,746.5,7.295,0.146
24.933,13.5,85.5,726.5,6.429,0.073
30.602,9.5,53.5,541.0,3.433,0.005
31.279,9.0,53.0,557.0,3.433,0.005
28.158,11.0,55.0,598.5,6.627,0.010
26.940,13.5,79.0,716.5,6.343,0.046
31.906,12.5,51.5,571.0,3.978,0.006
28.505,11.0,68.5,656.0,6.157,0.015
32.633,11.5,58.0,544.0,4.460,0.005
31.610,13.0,56.0,554.0,4.636,0.007
26.802,13.0,73.5,721.0,6.809,0.047
27.168,12.0,68.5,661.0,4.747,0.027
20.396,13.5,82.5,930.0,8.527,0.221
26.121,12.0,66.0,633.0,5.736,0.026
16.761,11.0,80.5,887.0,8.619,0.380
24.905,10.0,59.5,566.0,5.509,0.017
24.524,13.0,77.5,693.0,5.506,0.058
20.085,12.5,85.0,826.0,7.649,0.191
19.397,12.5,74.0,693.0,6.264,0.093
24.378,12.0,69.5,618.5,4.723,0.024
23.485,11.5,74.5,672.5,6.633,0.045
18.189,11.0,82.0,826.5,8.381,0.261
21.899,12.0,57.5,579.0,4.726,0.032
25.336,11.0,59.0,544.5,4.323,0.013
22.641,10.5,80.0,632.0,5.534,0.058
18.187,11.5,76.0,634.0,5.582,0.110
18.694,12.0,58.5,563.5,4.437,0.059
15.841,12.0,76.5,752.0,7.806,0.255
15.354,11.0,54.0,504.5,3.978,0.087
12.366,13.5,64.0,541.0,4.631,0.291
15.769,12.0,79.5,767.0,7.796,0.329
9.130,12.5,74.5,689.0,6.483,1.096
11.904,13.5,76.5,735.5,6.825,0.545
14.657,14.0,81.0,817.5,7.768,0.474
14.253,12.0,83.0,927.0,9.948,0.554
21.440,10.5,80.5,916.5,8.995,0.181
15.082,12.5,85.0,951.5,10.198,0.502
18.500,13.5,80.0,877.5,8.780,0.253
12.158,11.0,71.5,912.0,10.006,0.778
15.086,12.0,65.0,669.0,7.149,0.276
19.828,11.5,53.5,528.0,4.481,0.064
22.106,12.0,76.0,625.5,7.258,0.070
25.880,11.5,65.5,549.0,5.538,0.019
27.611,11.0,62.0,608.0,3.978,0.012
23.432,12.0,82.0,790.5,7.013,0.094
27.493,13.5,70.0,647.0,5.404,0.024
22.031,11.5,85.5,859.5,8.191,0.145
27.683,11.5,70.5,657.5,7.905,0.018
22.278,14.0,85.0,776.0,7.997,0.111
26.897,12.5,74.0,655.5,6.165,0.028
24.214,13.0,80.0,711.5,6.349,0.062
21.153,13.0,80.5,692.5,6.514,0.120
26.168,10.5,81.0,738.5,7.026,0.060
23.268,11.0,82.0,801.5,7.899,0.117
27.637,11.5,83.5,681.0,6.139,0.041
26.340,12.0,80.0,727.0,6.799,0.056
24.038,11.5,73.5,645.5,5.516,0.044
16.986,10.0,82.5,707.0,7.138,0.163
16.810,11.5,81.5,585.0,5.767,0.144
5.071,9.0,77.0,524.5,6.143,3.478
16.626,9.5,77.5,801.5,8.329,0.301
5.191,9.5,64.0,544.0,6.582,2.389
13.594,9.5,44.0,426.0,3.400,0.110
15.974,12.0,56.0,486.0,4.551,0.086
9.469,11.5,67.5,547.0,4.718,0.587
14.861,10.5,62.0,515.5,4.470,0.118
9.546,12.0,76.5,645.0,6.694,1.086
13.964,11.0,57.0,632.5,7.196,0.150
13.458,9.0,69.0,799.0,8.757,0.370
14.922,12.5,74.5,754.0,7.808,0.333
16.811,10.0,65.5,846.0,8.165,0.207
20.005,10.0,80.5,848.5,8.815,0.179
23.257,11.5,81.5,734.0,7.261,0.083
26.094,12.5,83.5,714.0,6.396,0.053
31.974,8.5,51.5,528.5,3.400,0.004
32.453,8.0,51.0,544.5,3.400,0.003
30.446,10.0,53.0,586.0,6.594,0.005
27.260,12.5,77.0,704.0,6.309,0.036
32.206,11.5,49.5,558.5,3.945,0.005
29.063,10.0,66.5,643.5,6.123,0.011
31.793,10.5,56.0,531.5,4.428,0.005
29.806,12.0,54.0,541.5,4.603,0.007
25.830,12.0,71.5,708.5,6.777,0.044
24.957,11.0,66.5,648.5,4.713,0.031
19.555,12.5,80.5,917.5,8.494,0.209
23.713,11.0,64.0,620.5,5.703,0.032
15.109,10.0,78.5,874.5,8.586,0.446
21.844,9.0,57.5,553.5,5.476,0.025
22.970,12.0,75.5,680.5,5.473,0.063
19.142,11.5,83.0,813.5,7.617,0.192
17.127,11.5,72.0,680.5,6.232,0.123
22.668,11.0,67.5,606.0,4.690,0.027
23.292,10.5,72.5,660.0,6.601,0.041
18.417,10.0,80.0,814.0,8.348,0.221
19.546,11.0,55.5,566.5,4.692,0.047
24.620,10.0,57.0,532.0,4.290,0.013
23.017,9.5,78.0,619.5,5.501,0.046
19.204,10.5,74.0,621.5,5.549,0.076
17.758,11.0,56.5,551.0,4.404,0.058
13.726,11.0,74.5,739.5,7.773,0.344
11.686,10.0,52.0,492.0,3.945,0.182
7.493,12.5,62.0,528.5,4.598,1.093
12.836,11.0,77.5,754.5,7.763,0.520
3.922,11.5,72.5,676.5,6.450,6.027
7.998,12.5,74.5,723.0,6.792,1.270
11.185,13.0,79.0,805.0,7.735,0.835
13.086,11.0,81.0,914.5,9.915,0.574
20.853,9.5,78.5,904.0,8.962,0.160
15.024,11.5,83.0,939.0,10.165,0.399
19.265,12.5,78.0,865.0,8.747,0.175
14.782,10.0,69.5,899.5,9.973,0.357
19.502,11.0,63.0,656.5,7.116,0.097
24.654,10.5,51.5,515.5,4.448,0.023
25.543,11.0,74.0,613.0,7.225,0.032
29.000,10.5,63.5,536.5,5.505,0.009
28.836,10.0,60.0,595.5,3.945,0.008
24.126,11.0,80.0,778.0,6.979,0.067
27.218,12.5,68.0,634.5,5.371,0.019
21.797,10.5,83.5,847.0,8.158,0.119
26.238,10.5,68.5,645.0,7.872,0.018
19.961,13.0,83.0,763.5,7.963,0.129
24.456,11.5,72.0,643.0,6.132,0.032
21.406,12.0,78.0,699.0,6.316,0.078
24.277,12.0,78.5,680.0,6.481,0.058
26.048,9.5,79.0,726.0,6.993,0.051
22.575,10.0,80.0,789.0,7.867,0.110
26.932,10.5,81.5,668.5,6.106,0.036
25.931,11.0,78.0,714.5,6.766,0.050
21.102,10.5,71.5,633.0,5.482,0.058
15.461,9.0,80.5,694.5,7.104,0.194
19.899,10.5,79.5,572.5,5.734,0.072
9.046,8.0,75.0,512.0,6.110,0.540
19.943,8.5,75.5,789.0,8.296,0.129
10.650,7.0,33.0,338.0,3.183,0.157
14.017,9.5,45.0,398.0,4.335,0.071
6.212,9.0,56.5,459.0,4.501,1.062
12.121,8.0,51.0,427.5,4.253,0.185
8.656,9.5,65.5,557.0,6.478,0.701
13.008,8.5,46.0,544.5,6.979,0.164
14.511,6.5,58.0,711.0,8.540,0.133
15.978,10.0,63.5,666.0,7.591,0.127
18.758,7.5,54.5,758.0,7.949,0.062
22.913,7.5,69.5,760.5,8.598,0.046
25.698,9.0,70.5,646.0,7.045,0.024
29.375,10.0,72.5,626.0,6.179,0.013
33.439,7.5,42.0,498.0,6.377,0.002
31.196,10.0,66.0,616.0,6.093,0.009
33.131,7.5,55.5,555.5,5.907,0.003
34.703,9.5,43.0,453.5,4.386,0.002
30.339,9.5,60.5,620.5,6.559,0.009
29.619,8.5,55.5,560.5,4.497,0.007
23.818,10.0,69.5,829.5,8.277,0.042
27.914,8.5,53.0,532.5,5.486,0.008
18.970,7.5,67.5,786.5,8.369,0.091
25.536,6.5,46.5,465.5,5.259,0.009
26.702,9.5,64.5,592.5,5.256,0.015
22.545,9.0,72.0,725.5,7.399,0.045
20.123,9.0,61.0,592.5,6.014,0.037
25.644,8.5,56.5,518.0,4.473,0.009
25.749,8.0,61.5,572.0,6.383,0.013
20.966,7.5,69.0,726.0,8.131,0.059
21.963,8.5,44.5,478.5,4.476,0.021
26.474,7.5,46.0,444.0,4.073,0.007
24.784,7.0,67.0,531.5,5.284,0.018
20.042,8.0,63.0,533.5,5.332,0.050
18.524,8.5,45.5,463.0,4.187,0.044
16.611,8.5,63.5,651.5,7.556,0.086
12.239,7.5,41.0,404.0,3.728,0.129
9.184,10.0,51.0,440.5,4.381,0.355
16.497,8.5,66.5,666.5,7.546,0.104
8.972,9.0,61.5,588.5,6.233,0.494
13.134,10.0,63.5,635.0,6.575,0.183
16.201,10.5,68.0,717.0,7.518,0.129
17.712,8.5,70.0,826.5,9.698,0.102
25.302,7.0,67.5,816.0,8.745,0.034
19.233,9.0,72.0,851.0,9.948,0.084
23.069,10.0,67.0,777.0,8.530,0.041
17.475,7.5,58.5,811.5,9.756,0.099
20.631,8.5,52.0,568.5,6.899,0.036
25.210,8.0,40.5,427.5,4.231,0.010
27.637,8.5,63.0,525.0,7.008,0.010
31.178,8.0,52.5,448.5,5.288,0.003
32.347,7.5,49.0,507.5,3.728,0.002
28.043,8.5,69.0,690.0,6.763,0.017
31.570,10.0,57.0,546.5,5.154,0.005
26.175,8.0,72.5,759.0,7.941,0.025
31.062,8.0,57.5,557.0,7.655,0.004
25.004,10.5,72.0,675.5,7.747,0.025
29.544,9.0,61.0,555.0,5.915,0.007
26.507,9.5,67.0,611.0,6.099,0.015
26.663,9.5,67.5,592.0,6.264,0.017
30.301,7.0,68.0,638.0,6.776,0.011
26.421,7.5,69.0,701.0,7.649,0.024
31.524,8.0,70.5,580.5,5.889,0.008
29.963,8.5,67.0,626.5,6.549,0.011
25.391,8.0,60.5,545.0,5.266,0.013
17.741,6.5,69.5,606.5,6.888,0.061
21.501,8.0,68.5,484.5,5.517,0.027
6.009,5.5,64.0,424.0,5.893,1.083
22.188,6.0,64.5,701.0,8.079,0.039
8.511,9.5,25.0,280.0,1.152,0.294
9.768,9.0,36.5,341.0,1.319,0.206
15.394,8.0,31.0,309.5,1.071,0.052
13.836,9.5,45.5,439.0,3.295,0.104
19.814,8.5,26.0,426.5,3.796,0.025
18.210,6.5,38.0,593.0,5.357,0.062
23.429,10.0,43.5,548.0,4.408,0.022
22.561,7.5,34.5,640.0,4.766,0.039
30.224,7.5,49.5,642.5,5.415,0.012
30.088,9.0,50.5,528.0,3.862,0.013
34.443,10.0,52.5,508.0,2.997,0.006
35.583,7.5,22.0,380.0,3.194,0.002
36.148,10.0,46.0,498.0,2.910,0.004
35.999,7.5,35.5,437.5,2.724,0.002
36.050,9.5,40.5,502.5,3.377,0.004
36.866,8.5,35.5,442.5,1.314,0.002
30.204,10.0,49.5,711.5,5.095,0.014
36.382,8.5,33.0,414.5,2.303,0.002
27.241,7.5,47.5,668.5,5.186,0.018
35.093,6.5,26.5,347.5,2.076,0.002
35.102,9.5,44.5,474.5,2.074,0.003
30.754,9.0,52.0,607.5,4.217,0.010
29.795,9.0,41.0,474.5,2.832,0.006
34.998,8.5,36.5,400.0,1.290,0.002
34.166,8.0,41.5,454.0,3.201,0.003
28.865,7.5,49.0,608.0,4.948,0.013
32.056,8.5,24.5,360.5,1.293,0.003
33.118,7.0,47.0,413.5,2.101,0.004
28.246,8.0,43.0,415.5,2.149,0.008
28.341,8.5,25.5,345.0,1.004,0.006
26.222,8.5,43.5,533.5,4.373,0.012
22.829,7.5,21.0,286.0,0.545,0.014
19.492,10.0,31.0,322.5,1.198,0.033
25.922,8.5,46.5,548.5,4.364,0.015
17.204,9.0,41.5,470.5,3.050,0.070
19.193,10.0,43.5,517.0,3.393,0.064
23.614,10.5,48.0,599.0,4.335,0.032
22.302,8.5,50.0,708.5,6.516,0.049
30.219,7.0,47.5,698.0,5.562,0.015
22.691,9.0,52.0,733.0,6.766,0.049
24.575,10.0,47.0,659.0,5.348,0.033
20.035,7.5,38.5,693.5,6.573,0.071
18.977,8.5,32.0,450.5,3.716,0.054
21.813,8.0,20.5,309.5,1.048,0.025
26.373,8.5,43.0,407.0,3.825,0.013
28.643,8.0,32.5,330.5,2.106,0.006
31.826,7.5,29.0,389.5,0.545,0.003
29.427,8.5,49.0,572.0,3.580,0.013
33.209,10.0,37.0,428.5,1.972,0.004
29.104,8.0,52.5,641.0,4.758,0.016
34.293,8.0,37.5,439.0,4.472,0.003
29.833,10.5,52.0,557.5,4.564,0.012
34.515,9.0,41.0,437.0,2.732,0.003
32.512,9.5,47.0,493.0,2.917,0.006
28.076,9.5,47.5,474.0,3.081,0.015
34.984,7.0,48.0,520.0,3.594,0.005
33.608,7.5,49.0,583.0,4.467,0.007
35.731,8.0,50.5,462.5,2.707,0.004
36.232,8.5,47.0,508.5,3.366,0.004
34.108,8.0,40.5,427.0,2.083,0.003
27.386,6.5,49.5,488.5,3.705,0.008
17.881,8.0,48.5,366.5,2.334,0.059
5.977,5.5,44.0,306.0,2.711,0.651
23.223,6.0,44.5,583.0,4.896,0.036
9.438,11.5,48.5,401.0,2.470,0.345
12.055,10.5,43.0,369.5,2.223,0.122
11.305,12.0,57.5,499.0,4.447,0.286
17.064,11.0,38.0,486.5,4.948,0.037
13.220,9.0,50.0,653.0,6.509,0.226
20.250,12.5,55.5,608.0,5.560,0.050
17.167,10.0,46.5,700.0,5.918,0.151
26.685,10.0,61.5,702.5,6.567,0.031
24.420,11.5,62.5,588.0,5.014,0.048
29.469,12.5,64.5,568.0,4.149,0.018
35.236,8.5,32.5,382.5,1.152,0.002
35.304,8.0,32.0,398.5,1.152,0.002
29.419,10.0,34.0,440.0,4.346,0.005
31.829,12.5,58.0,558.0,4.062,0.009
36.078,11.5,30.5,412.5,1.697,0.002
31.634,10.0,47.5,497.5,3.876,0.005
33.031,12.0,52.5,562.5,4.529,0.007
35.060,11.0,47.5,502.5,2.466,0.004
27.430,12.5,61.5,771.5,6.247,0.032
34.895,11.0,45.0,474.5,3.455,0.003
25.631,10.0,59.5,728.5,6.338,0.034
34.599,9.0,38.5,407.5,3.228,0.002
32.907,12.0,56.5,534.5,3.226,0.007
28.325,11.5,64.0,667.5,5.369,0.021
29.014,11.5,53.0,534.5,3.984,0.007
33.350,11.0,48.5,460.0,2.442,0.003
31.155,10.5,53.5,514.0,4.353,0.006
25.777,10.0,61.0,668.0,6.100,0.030
31.581,11.0,36.5,420.5,2.445,0.003
33.630,10.0,38.0,386.0,2.042,0.002
29.939,9.5,59.0,473.5,3.253,0.008
25.336,10.5,55.0,475.5,3.301,0.015
27.581,11.0,37.5,405.0,2.156,0.006
25.575,11.0,55.5,593.5,5.525,0.017
25.357,10.0,33.0,346.0,1.697,0.007
22.569,12.5,43.0,382.5,2.350,0.017
25.720,11.0,58.5,608.5,5.516,0.021
19.095,11.5,53.5,530.5,4.202,0.058
20.451,12.5,55.5,577.0,4.545,0.060
23.770,13.0,60.0,659.0,5.487,0.042
20.841,11.0,62.0,768.5,7.668,0.084
27.249,9.5,59.5,758.0,6.714,0.033
20.227,11.5,64.0,793.0,7.918,0.096
21.253,12.5,59.0,719.0,6.500,0.070
15.456,10.0,50.5,753.5,7.725,0.205
12.151,11.0,44.0,510.5,4.869,0.270
14.211,10.5,32.5,369.5,2.200,0.130
19.947,11.0,55.0,467.0,4.978,0.052
22.786,10.5,44.5,390.5,3.258,0.021
27.769,10.0,41.0,449.5,1.697,0.007
25.691,11.0,61.0,632.0,4.732,0.029
30.384,12.5,49.0,488.5,3.123,0.007
26.169,10.5,64.5,701.0,5.910,0.033
32.443,10.5,49.5,499.0,5.624,0.004
28.871,13.0,64.0,617.5,5.716,0.018
33.430,11.5,53.0,497.0,3.884,0.005
31.715,12.0,59.0,553.0,4.069,0.009
21.640,12.0,59.5,534.0,4.233,0.058
31.200,9.5,60.0,580.0,4.745,0.012
30.529,10.0,61.0,643.0,5.619,0.017
32.621,10.5,62.5,522.5,3.859,0.008
32.638,11.0,59.0,568.5,4.518,0.009
33.270,10.5,52.5,487.0,3.235,0.005
26.386,9.0,61.5,548.5,4.857,0.012
13.604,10.5,60.5,426.5,3.486,0.152
8.172,8.0,56.0,366.0,3.862,0.426
17.165,8.5,56.5,643.0,6.048,0.148
6.730,10.0,54.5,430.5,2.389,1.141
4.866,11.5,69.0,560.0,4.614,4.766
10.072,10.5,49.5,547.5,5.114,0.363
11.044,8.5,61.5,714.0,6.676,0.444
14.174,12.0,67.0,669.0,5.727,0.248
15.816,9.5,58.0,761.0,6.085,0.161
22.080,9.5,73.0,763.5,6.734,0.074
23.081,11.0,74.0,649.0,5.181,0.052
27.753,12.0,76.0,629.0,4.316,0.024
32.546,8.0,44.0,443.5,1.319,0.003
33.968,7.5,43.5,459.5,1.319,0.002
30.902,9.5,45.5,501.0,4.513,0.004
30.358,12.0,69.5,619.0,4.229,0.013
35.433,11.0,42.0,473.5,1.864,0.002
32.252,9.5,59.0,558.5,4.043,0.005
36.619,10.0,48.5,446.5,2.346,0.002
35.818,11.5,46.5,456.5,2.522,0.002
30.684,11.5,64.0,623.5,4.696,0.013
31.025,10.5,59.0,563.5,2.633,0.007
24.118,12.0,73.0,832.5,6.413,0.061
29.477,10.5,56.5,535.5,3.622,0.008
20.020,9.5,71.0,789.5,6.505,0.110
27.779,8.5,50.0,468.5,3.395,0.007
27.488,11.5,68.0,595.5,3.392,0.019
22.869,11.0,75.5,728.5,5.535,0.061
21.761,11.0,64.5,595.5,4.151,0.037
26.628,10.5,60.0,521.0,2.609,0.010
25.307,10.0,65.0,575.0,4.519,0.019
20.292,9.5,72.5,729.0,6.267,0.093
23.730,10.5,48.0,481.5,2.611,0.019
26.563,9.5,49.5,447.0,2.209,0.009
23.844,9.0,70.5,534.5,3.420,0.029
18.673,10.0,66.5,536.5,3.468,0.084
19.216,10.5,49.0,466.0,2.322,0.052
18.220,10.5,67.0,654.5,5.692,0.088
16.278,9.5,44.5,407.0,1.864,0.071
14.241,12.0,54.5,443.5,2.517,0.134
18.756,10.5,70.0,669.5,5.682,0.097
12.968,11.0,65.0,591.5,4.369,0.233
16.349,12.0,67.0,638.0,4.711,0.124
18.870,12.5,71.5,720.0,5.654,0.113
18.720,10.5,73.5,829.5,7.834,0.130
25.477,9.0,71.0,819.0,6.881,0.049
19.364,11.0,75.5,854.0,8.084,0.127
22.506,12.0,70.5,780.0,6.666,0.067
15.453,9.5,62.0,814.5,7.892,0.218
16.915,10.5,55.5,571.5,5.035,0.103
20.877,10.0,44.0,430.5,2.367,0.030
24.526,10.5,66.5,528.0,5.144,0.024
28.412,10.0,56.0,451.5,3.425,0.007
31.250,9.5,52.5,510.5,1.864,0.004
27.357,10.5,72.5,693.0,4.899,0.026
31.698,12.0,60.5,549.5,3.290,0.006
26.237,10.0,76.0,762.0,6.077,0.037
32.135,10.0,61.0,560.0,5.791,0.005
26.800,12.5,75.5,678.5,5.883,0.029
31.387,11.0,64.5,558.0,4.051,0.007
28.615,11.5,70.5,614.0,4.235,0.017
23.597,11.5,71.0,595.0,4.399,0.041
29.936,9.0,71.5,641.0,4.912,0.017
26.461,9.5,72.5,704.0,5.785,0.035
31.750,10.0,74.0,583.5,4.025,0.011
29.728,10.5,70.5,629.5,4.684,0.017
27.473,10.0,64.0,548.0,3.402,0.013
18.829,8.5,73.0,609.5,5.024,0.069
19.357,10.0,72.0,487.5,3.653,0.049
4.200,7.5,67.5,427.0,4.029,3.641
19.238,8.0,68.0,704.0,6.215,0.100
6.244,10.5,63.5,528.5,4.365,2.062
6.696,9.5,44.0,516.0,4.867,0.808
10.547,7.5,56.0,682.5,6.428,0.363
12.039,11.0,61.5,637.5,5.479,0.305
14.897,8.5,52.5,729.5,5.837,0.134
20.876,8.5,67.5,732.0,6.486,0.065
21.268,10.0,68.5,617.5,4.933,0.050
26.662,11.0,70.5,597.5,4.067,0.019
29.845,7.0,38.5,412.0,1.071,0.004
32.422,6.5,38.0,428.0,1.071,0.002
30.130,8.5,40.0,469.5,4.264,0.004
30.292,11.0,64.0,587.5,3.981,0.009
35.499,10.0,36.5,442.0,1.615,0.002
33.202,8.5,53.5,527.0,3.795,0.003
31.632,10.5,58.5,592.0,4.447,0.008
32.264,9.5,53.5,532.0,2.385,0.005
25.030,11.0,67.5,801.0,6.165,0.037
30.152,9.5,51.0,504.0,3.373,0.006
20.918,8.5,65.5,758.0,6.257,0.069
28.502,7.5,44.5,437.0,3.147,0.006
27.334,10.5,62.5,564.0,3.144,0.014
